School DBN,School Name,School District,Total Applicants,True Applicants,Ratio,Rank
02M437,Hudson High School of Learning Technologies,2,353.0,48.0,6.526912181303116,360
02M520,Murry Bergtraum High School for Business Careers,2,222.0,38.0,6.504504504504505,361
16K455,Boys and Girls High School,16,712.0,68.0,6.49438202247191,362
10X237,"The Marie Curie High School for Medicine, Nursing, and Health Professions",10,334.0,46.0,6.335329341317365,363
12X550,High School of World Cultures,12,380.0,49.0,6.318421052631579,364
09X329,DreamYard Preparatory School,9,522.0,57.0,6.224137931034483,365
05M304,Mott Hall High School,5,455.0,53.0,6.173626373626374,366
09X564,Claremont International HS,9,412.0,50.0,6.067961165048544,367
10X284,Bronx School of Law and Finance,10,558.0,58.0,6.028673835125448,368
14K586,Lyons Community School,14,174.0,32.0,5.885057471264368,369
11X265,Bronx Lab School,11,381.0,47.0,5.797900262467191,370
17K528,The High School for Global Citizenship,17,524.0,55.0,5.772900763358779,371
09X412,Bronx High School of Business,9,765.0,66.0,5.694117647058824,372
13K350,Urban Assembly School of Music and Art,13,494.0,52.0,5.473684210526316,373
09X403,Bronx International High School,9,537.0,54.0,5.430167597765363,374
02M300,"Urban Assembly School of Design and Construction, The",2,346.0,43.0,5.34393063583815,375
32K549,The Brooklyn School for Social Justice,32,425.0,47.0,5.197647058823529,376
10X565,High School for Energy and Technology,10,503.0,51.0,5.170974155069582,377
11X544,High School for Contemporary Arts,11,607.0,55.0,4.983525535420099,378
12X446,Arturo A. Schomburg Satellite Academy Bronx,12,222.0,33.0,4.905405405405405,379
10X546,Bronx Theatre High School,10,414.0,45.0,4.891304347826087,380
12X248,"Metropolitan High School, The",12,228.0,33.0,4.776315789473684,381
07X427,Community School for Social Justice,7,229.0,33.0,4.755458515283843,382
08X320,Pelham Lab High School,8,514.0,49.0,4.671206225680934,383
14K685,El Puente Academy for Peace and Justice,14,134.0,25.0,4.664179104477612,384
07X670,Health Opportunities High School,7,477.0,47.0,4.631027253668763,385
02M296,High School of Hospitality Management,2,269.0,35.0,4.553903345724907,386
18K567,Brooklyn Theatre Arts High School,18,352.0,39.0,4.3210227272727275,387
08X282,Women's Academy of Excellence,8,172.0,27.0,4.238372093023256,388
12X511,Bronx Envision Academy,12,459.0,44.0,4.2178649237472765,389
17K539,High School for Service & Learning at Erasmus,17,296.0,35.0,4.138513513513513,390
09X263,Validus Preparatory Academy,9,264.0,33.0,4.125,391
02M422,Quest to Learn,2,177.0,27.0,4.11864406779661,392
27Q324,Rockaway Park High School for Environmental Sustainability,27,164.0,25.0,3.8109756097560976,393
10X351,Bronx Collaborative High School,10,582.0,47.0,3.79553264604811,394
15K592,Khalil Gibran International Academy,15,101.0,19.0,3.5742574257425743,395
15K463,Cyberarts Studio Academy,15,256.0,30.0,3.515625,396
02M399,The High School For Language And Diplomacy,2,385.0,36.0,3.366233766233766,397
02M425,Leadership and Public Service High School,2,387.0,36.0,3.3488372093023258,398
05M157,The Urban Assembly School for Global Commerce,5,207.0,26.0,3.2657004830917873,399
12X251,Explorations Academy H.S.,12,476.0,39.0,3.1953781512605044,400
08X348,Schuylerville Preparatory High School,8,286.0,30.0,3.1468531468531467,401
19K953,The East New York Arts and Civics High School,19,169.0,23.0,3.1301775147928996,402
18K569,Kurt Hahn Expeditionary Learning School,18,141.0,21.0,3.127659574468085,403
03M402,The Urban Assembly School for Green Careers,3,494.0,39.0,3.0789473684210527,404
21K559,Life Academy High School for Film and Music,21,145.0,21.0,3.0413793103448277,405
09X517,Frederick Douglass Academy III Secondary School,9,404.0,35.0,3.032178217821782,406
02M419,Landmark High School,2,457.0,37.0,2.9956236323851204,407
02M313,"James Baldwin School, The: A School for Expeditionary Learning",2,71.0,14.0,2.76056338028169,408
02M394,Emma Lazarus High School,2,134.0,19.0,2.6940298507462686,409
02M550,Liberty High School Academy for Newcomers,2,99.0,16.0,2.585858585858586,410
16K765,Nelson Mandela High School,16,250.0,25.0,2.5,411
12X479,Bronx Career and College Preparatory High School,12,321.0,28.0,2.4423676012461057,412
09X543,High School for Violin and Dance,9,149.0,19.0,2.422818791946309,413
01M458,Forsyth Satellite Academy,1,60.0,12.0,2.4,414
19K510,World Academy for Total Community Health High School,19,417.0,29.0,2.016786570743405,415
02M316,"Urban Assembly School of Business for Young Women, the",2,165.0,17.0,1.7515151515151515,416
18K563,It Takes a Village Academy,18,353.0,23.0,1.498583569405099,417
03M299,The Maxine Greene HS for Imaginative Inquiry,3,77.0,10.0,1.2987012987012987,418
09X404,School for Excellence,9,134.0,13.0,1.2611940298507462,419
09X350,New Directions Secondary School,9,72.0,9.0,1.125,420
10X268,Kingsbridge International High School,10,206.0,15.0,1.0922330097087378,421
02M586,Harvey Milk High School,2,40.0,1.0,0.025,422
