school,mean_rank,rank_variance,num_languages,min_rank,max_rank,School DBN,School Name
09X324,186.28571428571428,8824.238095238095,7,24.0,311.0,09X324,Bronx Early College Academy for Teaching & Learning
18K642,222.28571428571428,8631.904761904761,7,144.0,395.0,18K642,Urban Action Academy
11X514,192.28571428571428,8616.904761904761,7,24.0,314.0,11X514,The Bronxwood Preparatory Academy
14K614,204.85714285714286,8599.142857142859,7,86.0,325.0,14K614,Young Women's Leadership School of Brooklyn
12X388,197.0,8523.333333333334,7,133.0,383.0,12X388,Pan American International High School at Monroe
12X550,194.42857142857142,8496.95238095238,7,141.0,394.0,12X550,High School of World Cultures
03M403,177.57142857142858,8441.95238095238,7,53.0,301.0,03M403,The Global Learning Collaborative
06M463,200.0,8390.666666666666,7,84.0,353.0,06M463,High School for Media and Communications
15K519,191.0,8340.666666666666,7,102.0,337.0,15K519,Cobble Hill School of American Studies
07X427,235.0,8319.666666666666,7,144.0,387.0,07X427,Community School for Social Justice
18K633,198.42857142857142,8229.619047619048,7,104.0,376.0,18K633,High School for Medical Professions
19K683,190.28571428571428,8145.904761904762,7,48.0,309.0,19K683,School for Classics High School
02M308,216.57142857142858,8087.619047619047,7,90.0,329.0,02M308,Lower Manhattan Arts Academy
31R455,80.0,8047.666666666667,7,10.0,241.0,31R455,Tottenville High School
02M500,212.28571428571428,8032.5714285714275,7,124.0,345.0,02M500,Unity Center for Urban Technologies
02M296,234.71428571428572,7916.2380952380945,7,144.0,368.0,02M296,High School of Hospitality Management
10X546,235.57142857142858,7915.619047619047,7,144.0,358.0,10X546,Bronx Theatre High School
02M407,145.14285714285714,7901.476190476191,7,74.0,282.0,02M407,Institute for Collaborative Education
29Q248,185.71428571428572,7819.2380952380945,7,102.0,332.0,29Q248,Queens Preparatory Academy
14K685,234.57142857142858,7788.952380952381,7,145.0,363.0,14K685,El Puente Academy for Peace and Justice
05M369,230.85714285714286,7751.809523809524,7,144.0,387.0,05M369,Urban Assembly School for the Performing Arts
28Q310,210.14285714285714,7745.476190476191,7,73.0,321.0,28Q310,Queens Collegiate: A College Board School
12X446,234.85714285714286,7716.142857142858,7,145.0,355.0,12X446,Arturo A. Schomburg Satellite Academy Bronx
14K586,234.42857142857142,7675.952380952382,7,144.0,357.0,14K586,Lyons Community School
30Q555,163.57142857142858,7669.952380952382,7,57.0,335.0,30Q555,Newcomers High School
10X524,222.85714285714286,7538.476190476191,7,144.0,390.0,10X524,Crotona International High School
05M304,234.14285714285714,7535.809523809524,7,144.0,352.0,05M304,Mott Hall High School
02M543,163.42857142857142,7526.952380952379,7,24.0,259.0,02M543,New Design High School
13K412,205.14285714285714,7494.476190476191,7,97.0,353.0,13K412,Brooklyn Community Arts & Media High School (BCAM)
18K566,220.42857142857142,7485.619047619047,7,144.0,363.0,18K566,Brooklyn Community High School for Excellence and Equity
09X327,145.71428571428572,7469.904761904763,7,24.0,259.0,09X327,Comprehensive Model School Project M.S. 327
07X551,232.0,7452.666666666667,7,144.0,372.0,07X551,The Urban Assembly Bronx Academy of Letters
09X525,182.85714285714286,7399.476190476191,7,65.0,293.0,09X525,Bronx Leadership Academy High School
07X527,208.42857142857142,7397.285714285715,7,65.0,302.0,07X527,Bronx Leadership Academy II High School
12X248,231.42857142857142,7392.619047619049,7,144.0,370.0,12X248,"Metropolitan High School, The"
24Q236,162.42857142857142,7364.952380952381,7,73.0,336.0,24Q236,International High School for Health Sciences
21K348,201.14285714285714,7298.809523809524,7,104.0,328.0,21K348,High School of Sports Management
28Q680,98.85714285714286,7298.476190476191,7,15.0,234.0,28Q680,Queens Gateway to Health Sciences Secondary School
02M300,231.85714285714286,7266.809523809523,7,144.0,362.0,02M300,"Urban Assembly School of Design and Construction, The"
02M422,231.0,7232.666666666667,7,144.0,366.0,02M422,Quest to Learn
17K590,143.85714285714286,7229.142857142858,7,39.0,268.0,17K590,Medgar Evers College Preparatory School
17K543,177.14285714285714,7223.476190476191,7,110.0,340.0,17K543,"Science, Technology and Research Early College High School at Erasmus"
31R064,115.14285714285714,7194.47619047619,7,48.0,242.0,31R064,Gaynor McCown Expeditionary Learning School
02M459,166.71428571428572,7186.571428571428,7,77.0,334.0,02M459,Manhattan International High School
25Q281,128.85714285714286,7165.142857142856,7,17.0,259.0,25Q281,East-West School of International Studies
28Q896,155.71428571428572,7159.57142857143,7,36.0,312.0,28Q896,"Young Women's Leadership School, Queens"
13K419,193.71428571428572,7114.904761904762,7,127.0,343.0,13K419,"Science Skills Center High School for Science, Technology and the Creative Arts"
02M305,189.57142857142858,7101.285714285714,7,97.0,295.0,02M305,"Urban Assembly Academy of Government and Law, The"
13K594,228.14285714285714,7092.142857142858,7,145.0,375.0,13K594,Gotham Professional Arts Academy
13K265,228.14285714285714,6946.809523809524,7,145.0,371.0,13K265,Dr. Susan S. McKinney Secondary School of the Arts
06M467,186.42857142857142,6918.952380952381,7,102.0,350.0,06M467,High School for Law and Public Service
21K344,184.42857142857142,6888.952380952382,7,73.0,334.0,21K344,Rachel Carson High School for Coastal Studies
10X549,191.28571428571428,6790.238095238095,7,104.0,344.0,10X549,Discovery High School
09X329,230.28571428571428,6694.238095238095,7,144.0,348.0,09X329,DreamYard Preparatory School
06M468,173.14285714285714,6667.809523809524,7,86.0,338.0,06M468,High School for Health Careers and Sciences
11X513,149.0,6665.333333333333,7,59.0,312.0,11X513,New World High School
16K498,108.71428571428571,6665.2380952380945,7,43.0,271.0,16K498,Brooklyn High School for Law and Technology
10X284,228.28571428571428,6662.57142857143,7,144.0,360.0,10X284,Bronx School of Law and Finance
29Q313,144.42857142857142,6543.619047619049,7,73.0,276.0,29Q313,Benjamin Franklin High School for Finance & Information Technology
11X290,196.57142857142858,6519.619047619047,7,98.0,322.0,11X290,Bronx Academy of Health Careers
23K697,230.28571428571428,6516.57142857143,7,145.0,332.0,23K697,Teachers Preparatory High School
02M437,228.85714285714286,6411.142857142858,7,144.0,333.0,02M437,Hudson High School of Learning Technologies
02M288,152.85714285714286,6401.142857142858,7,24.0,259.0,02M288,Food and Finance High School
02M260,90.0,6400.0,7,3.0,214.0,02M260,The Clinton School
12X271,181.0,6399.666666666667,7,24.0,259.0,12X271,East Bronx Academy for the Future
24Q550,100.14285714285714,6337.142857142858,7,24.0,214.0,24Q550,High School for Arts and Business
02M432,212.71428571428572,6327.238095238095,7,144.0,317.0,02M432,Murray Hill Academy
14K477,186.71428571428572,6299.57142857143,7,102.0,340.0,14K477,East Williamsburg Scholars Academy
03M859,178.28571428571428,6271.238095238095,7,73.0,270.0,03M859,Special Music School
17K745,216.14285714285714,6267.142857142858,7,144.0,370.0,17K745,Brooklyn Institute for Liberal Arts
24Q267,196.28571428571428,6234.238095238095,7,128.0,354.0,24Q267,High School of Applied Communication
27Q260,223.71428571428572,6232.571428571428,7,144.0,361.0,27Q260,Frederick Douglass Academy VI High School
12X521,199.57142857142858,6227.619047619049,7,124.0,343.0,12X521,The Metropolitan Soundview High School
08X312,174.71428571428572,6223.571428571428,7,104.0,346.0,08X312,Millennium Art Academy
10X237,227.42857142857142,6217.619047619049,7,144.0,347.0,10X237,"The Marie Curie High School for Medicine, Nursing, and Health Professions"
02M280,193.71428571428572,6216.5714285714275,7,73.0,277.0,02M280,Manhattan Early College School for Advertising
23K493,200.42857142857142,6200.285714285715,7,141.0,351.0,23K493,Brooklyn Collegiate: A College Board School
13K963,222.71428571428572,6162.571428571428,7,144.0,360.0,13K963,Design Works High School
15K497,147.0,6109.333333333333,7,18.0,279.0,15K497,The Boerum Hill School for International Studies
09X297,205.71428571428572,6103.904761904761,7,77.0,280.0,09X297,Morris Academy for Collaborative Studies
02M519,106.0,6042.666666666667,7,24.0,259.0,02M519,Talent Unlimited High School
02M529,171.42857142857142,6029.952380952381,7,86.0,327.0,02M529,Jacqueline Kennedy Onassis High School
12X267,169.57142857142858,6012.952380952382,7,24.0,259.0,12X267,Bronx Latin
29Q265,224.14285714285714,5936.476190476191,7,144.0,352.0,29Q265,Excelsior Preparatory High School
09X260,96.85714285714286,5910.809523809523,7,20.0,240.0,09X260,Bronx Center for Science and Mathematics
12X684,196.85714285714286,5903.142857142858,7,102.0,296.0,12X684,Wings Academy
02M282,172.14285714285714,5891.809523809524,7,90.0,300.0,02M282,Urban Assembly Maker Academy
13K483,160.42857142857142,5848.952380952382,7,81.0,304.0,13K483,The Urban Assembly School for Law and Justice
02M439,71.42857142857143,5804.619047619047,7,22.0,242.0,02M439,Manhattan Village Academy
08X530,169.71428571428572,5792.571428571428,7,53.0,259.0,08X530,Longwood Preparatory Academy
02M408,150.57142857142858,5694.952380952381,7,63.0,259.0,02M408,Professional Performing Arts High School
02M533,119.42857142857143,5665.952380952382,7,24.0,247.0,02M533,Union Square Academy for Health Sciences
08X349,151.28571428571428,5661.571428571428,7,61.0,269.0,08X349,Bronx River High School
32K403,219.14285714285714,5657.142857142858,7,144.0,351.0,32K403,Academy for Excellence in Leadership
28Q325,190.0,5648.0,7,84.0,289.0,28Q325,Hillside Arts & Letters Academy
09X250,213.0,5605.666666666667,7,103.0,293.0,09X250,Eximius College Preparatory Academy: A College Board School
25Q285,161.28571428571428,5557.238095238095,7,56.0,259.0,25Q285,World Journalism Preparatory: A College Board School
31R080,153.85714285714286,5541.476190476192,7,57.0,242.0,31R080,The Michael J. Petrides School
08X561,206.71428571428572,5537.571428571428,7,144.0,338.0,08X561,Bronx Compass High School
27Q400,164.85714285714286,5509.142857142858,7,24.0,259.0,27Q400,August Martin High School
03M494,175.85714285714286,5460.142857142858,7,77.0,272.0,03M494,High School of Arts and Technology
25Q425,87.14285714285714,5456.142857142858,7,37.0,247.0,25Q425,John Bowne High School
02M615,167.71428571428572,5427.238095238095,7,97.0,259.0,02M615,Chelsea Career and Technical Education High School
10X213,146.57142857142858,5420.619047619048,7,24.0,251.0,10X213,Bronx Engineering and Technology Academy
07X473,224.71428571428572,5395.238095238095,7,144.0,316.0,07X473,Mott Haven Village Preparatory High School
11X270,169.14285714285714,5360.142857142857,7,86.0,322.0,11X270,Academy for Scholarship and Entrepreneurship: A College Board School
03M291,122.85714285714286,5349.809523809524,7,24.0,241.0,03M291,West End Secondary School
17K537,186.85714285714286,5347.142857142858,7,84.0,297.0,17K537,High School for Youth and Community Development at Erasmus
05M670,218.0,5344.666666666667,7,144.0,345.0,05M670,Thurgood Marshall Academy for Learning and Social Change
17K548,221.14285714285714,5335.476190476191,7,145.0,339.0,17K548,Brooklyn School for Music & Theatre
30Q450,140.14285714285714,5328.142857142856,7,42.0,244.0,30Q450,Long Island City High School
13K670,150.42857142857142,5293.952380952382,7,53.0,249.0,13K670,Benjamin Banneker Academy
31R445,145.85714285714286,5213.809523809525,7,61.0,244.0,31R445,Port Richmond High School
15K667,148.71428571428572,5211.238095238095,7,53.0,248.0,15K667,Sunset Park High School
21K690,107.57142857142857,5135.952380952383,7,32.0,241.0,21K690,Brooklyn Studio Secondary School
02M412,86.42857142857143,5125.619047619048,7,31.0,223.0,02M412,N.Y.C. Lab School for Collaborative Studies
27Q262,158.0,5112.0,7,73.0,259.0,27Q262,Channel View School for Research
10X368,160.14285714285714,5086.809523809524,7,50.0,259.0,10X368,In-Tech Academy (M.S. / High School 368)
14K454,192.42857142857142,5086.285714285715,7,74.0,260.0,14K454,The Williamsburg High School of Art and Technology
25Q240,177.85714285714286,5071.809523809524,7,113.0,294.0,25Q240,Veritas Academy
02M135,181.0,5027.666666666667,7,53.0,259.0,02M135,The Urban Assembly Early College High School for Emergency Medicine
06M462,186.85714285714286,5014.142857142857,7,136.0,326.0,06M462,The College Academy
10X141,158.57142857142858,5012.285714285714,7,66.0,259.0,10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141)
21K468,101.42857142857143,4984.619047619047,7,44.0,242.0,21K468,Kingsborough Early College School
24Q455,141.57142857142858,4984.285714285715,7,59.0,240.0,24Q455,Newtown High School
02M294,116.28571428571429,4947.238095238096,7,58.0,259.0,02M294,Essex Street Academy
22K611,152.0,4928.0,7,12.0,241.0,22K611,Origins High School
07X223,161.0,4863.666666666667,7,76.0,259.0,07X223,The Laboratory School of Finance and Technology: X223
17K408,201.85714285714286,4845.476190476191,7,97.0,265.0,17K408,Academy of Hospitality and Tourism
07X495,83.71428571428571,4818.9047619047615,7,9.0,197.0,07X495,University Heights Secondary School
08X367,187.85714285714286,4791.142857142858,7,102.0,281.0,08X367,"Archimedes Academy for Math, Science and Technology Applications"
06M346,162.57142857142858,4785.285714285714,7,84.0,268.0,06M346,Community Health Academy of the Heights
07X522,161.85714285714286,4769.47619047619,7,65.0,241.0,07X522,Bronx Design and Construction Academy
15K448,175.42857142857142,4753.619047619047,7,81.0,261.0,15K448,Brooklyn Collaborative Studies
30Q367,170.28571428571428,4751.904761904762,7,50.0,259.0,30Q367,Motion Picture Tech High School
02M580,188.0,4661.333333333333,7,97.0,259.0,02M580,Richard R. Green High School of Teaching
07X221,168.71428571428572,4636.9047619047615,7,53.0,259.0,07X221,South Bronx Preparatory: A College Board School
11X418,163.85714285714286,4579.476190476191,7,43.0,243.0,11X418,Bronx High School for the Visual Arts
25Q252,140.57142857142858,4564.619047619049,7,55.0,259.0,25Q252,"Queens School of Inquiry, The"
29Q498,128.85714285714286,4551.47619047619,7,24.0,231.0,29Q498,"Health, Arts, Robotics, and Technology High School"
29Q492,179.42857142857142,4540.619047619048,7,102.0,308.0,29Q492,"Mathematics, Science Research and Technology Magnet High School"
03M860,219.85714285714286,4538.809523809524,7,144.0,297.0,03M860,Frederick Douglass Academy II Secondary School
02M047,219.85714285714286,4534.809523809524,7,144.0,295.0,02M047,47 The American Sign Language and English Secondary School
01M450,143.42857142857142,4506.952380952381,7,65.0,259.0,01M450,East Side Community School
08X293,195.42857142857142,4488.619047619047,7,144.0,328.0,08X293,Renaissance High School for Musical Theater and the Arts
17K600,110.85714285714286,4446.809523809524,7,50.0,244.0,17K600,Clara Barton High School
29Q283,217.71428571428572,4443.9047619047615,7,144.0,315.0,29Q283,Preparatory Academy for Writers: A College Board School
07X600,137.14285714285714,4439.142857142858,7,53.0,259.0,07X600,Alfred E. Smith Career and Technical Education High School
