School DBN,School Name,School District,Home Borough,Total Applicants Borough,True Applicants Borough,Total Applicants School,Total True Applicants School,Seats Available School,Offers School,Ratio,Rank
04M372,Esperanza Preparatory Academy,4,Brooklyn,10,10.0,322,114.0,106,120,1.0,1
04M372,Esperanza Preparatory Academy,4,Manhattan,235,95.0,322,114.0,106,120,0.40425531914893614,284
04M372,Esperanza Preparatory Academy,4,Queens,11,11.0,322,114.0,106,120,1.0,1
04M372,Esperanza Preparatory Academy,4,Staten Island,1,1.0,322,114.0,106,120,1.0,196
04M372,Esperanza Preparatory Academy,4,Unknown,1,1.0,322,114.0,106,120,1.0,263
04M435,Manhattan Center for Science and Mathematics,4,Bronx,1988,918.0,5010,1993.0,440,709,0.46177062374245476,205
04M435,Manhattan Center for Science and Mathematics,4,Brooklyn,280,68.0,5010,1993.0,440,709,0.24285714285714285,303
04M435,Manhattan Center for Science and Mathematics,4,Manhattan,1929,685.0,5010,1993.0,440,709,0.35510627268014516,297
04M435,Manhattan Center for Science and Mathematics,4,Queens,644,191.0,5010,1993.0,440,709,0.296583850931677,327
04M435,Manhattan Center for Science and Mathematics,4,Staten Island,4,4.0,5010,1993.0,440,709,1.0,1
04M435,Manhattan Center for Science and Mathematics,4,Unknown,68,21.0,5010,1993.0,440,709,0.3088235294117647,112
04M495,Park East High School,4,Bronx,1259,380.0,2653,739.0,100,166,0.3018268467037331,237
04M495,Park East High School,4,Brooklyn,97,30.0,2653,739.0,100,166,0.30927835051546393,266
04M495,Park East High School,4,Manhattan,1126,273.0,2653,739.0,100,166,0.2424511545293073,331
04M495,Park East High School,4,Queens,65,21.0,2653,739.0,100,166,0.3230769230769231,311
04M495,Park East High School,4,Staten Island,1,1.0,2653,739.0,100,166,1.0,196
04M495,Park East High School,4,Unknown,31,4.0,2653,739.0,100,166,0.12903225806451613,205
04M555,Central Park East High School,4,Bronx,2179,739.0,4762,1538.0,125,215,0.3391463974300138,226
04M555,Central Park East High School,4,Brooklyn,166,43.0,4762,1538.0,125,215,0.25903614457831325,289
04M555,Central Park East High School,4,Manhattan,1924,587.0,4762,1538.0,125,215,0.30509355509355507,317
04M555,Central Park East High School,4,Queens,336,97.0,4762,1538.0,125,215,0.28869047619047616,332
04M555,Central Park East High School,4,Staten Island,3,3.0,4762,1538.0,125,215,1.0,1
04M555,Central Park East High School,4,Unknown,59,17.0,4762,1538.0,125,215,0.288135593220339,120
04M680,"Heritage School, The",4,Bronx,117,23.0,482,60.0,80,6,0.19658119658119658,281
04M680,"Heritage School, The",4,Brooklyn,7,7.0,482,60.0,80,6,1.0,1
04M680,"Heritage School, The",4,Manhattan,298,59.0,482,60.0,80,6,0.19798657718120805,347
04M680,"Heritage School, The",4,Queens,11,11.0,482,60.0,80,6,1.0,1
04M680,"Heritage School, The",4,Unknown,2,2.0,482,60.0,80,6,1.0,1
05M148,Eagle Academy for Young Men of Harlem,5,Bronx,64,21.0,257,46.0,120,88,0.328125,228
05M148,Eagle Academy for Young Men of Harlem,5,Brooklyn,5,5.0,257,46.0,120,88,1.0,1
05M148,Eagle Academy for Young Men of Harlem,5,Manhattan,145,16.0,257,46.0,120,88,0.1103448275862069,378
05M148,Eagle Academy for Young Men of Harlem,5,Queens,6,6.0,257,46.0,120,88,1.0,1
05M148,Eagle Academy for Young Men of Harlem,5,Staten Island,1,1.0,257,46.0,120,88,1.0,196
05M148,Eagle Academy for Young Men of Harlem,5,Unknown,1,1.0,257,46.0,120,88,1.0,263
05M157,The Urban Assembly School for Global Commerce,5,Bronx,32,17.0,207,26.0,81,6,0.53125,197
05M157,The Urban Assembly School for Global Commerce,5,Brooklyn,6,6.0,207,26.0,81,6,1.0,1
05M157,The Urban Assembly School for Global Commerce,5,Manhattan,134,18.0,207,26.0,81,6,0.13432835820895522,374
05M157,The Urban Assembly School for Global Commerce,5,Queens,4,4.0,207,26.0,81,6,1.0,1
05M157,The Urban Assembly School for Global Commerce,5,Unknown,1,1.0,207,26.0,81,6,1.0,263
05M304,Mott Hall High School,5,Bronx,134,20.0,455,53.0,108,6,0.14925373134328357,334
05M304,Mott Hall High School,5,Brooklyn,5,5.0,455,53.0,108,6,1.0,1
05M304,Mott Hall High School,5,Manhattan,266,26.0,455,53.0,108,6,0.09774436090225563,384
05M304,Mott Hall High School,5,Queens,6,6.0,455,53.0,108,6,1.0,1
05M304,Mott Hall High School,5,Staten Island,1,1.0,455,53.0,108,6,1.0,196
05M304,Mott Hall High School,5,Unknown,8,1.0,455,53.0,108,6,0.125,208
05M362,Columbia Secondary School,5,Bronx,1288,505.0,4258,1769.0,112,175,0.3920807453416149,217
05M362,Columbia Secondary School,5,Brooklyn,288,103.0,4258,1769.0,112,175,0.3576388888888889,245
05M362,Columbia Secondary School,5,Manhattan,1971,830.0,4258,1769.0,112,175,0.4211060375443937,281
05M362,Columbia Secondary School,5,Queens,529,170.0,4258,1769.0,112,175,0.32136105860113423,312
05M362,Columbia Secondary School,5,Staten Island,5,5.0,4258,1769.0,112,175,1.0,1
05M362,Columbia Secondary School,5,Unknown,95,50.0,4258,1769.0,112,175,0.5263157894736842,77
05M369,Urban Assembly School for the Performing Arts,5,Bronx,145,23.0,372,52.0,108,6,0.15862068965517243,327
05M369,Urban Assembly School for the Performing Arts,5,Brooklyn,16,16.0,372,52.0,108,6,1.0,1
05M369,Urban Assembly School for the Performing Arts,5,Manhattan,162,18.0,372,52.0,108,6,0.1111111111111111,376
05M369,Urban Assembly School for the Performing Arts,5,Queens,7,7.0,372,52.0,108,6,1.0,1
05M369,Urban Assembly School for the Performing Arts,5,Unknown,2,2.0,372,52.0,108,6,1.0,1
05M499,Frederick Douglass Academy,5,Bronx,424,58.0,903,195.0,325,214,0.13679245283018868,356
05M499,Frederick Douglass Academy,5,Brooklyn,20,15.0,903,195.0,325,214,0.75,169
05M499,Frederick Douglass Academy,5,Manhattan,404,107.0,903,195.0,325,214,0.26485148514851486,325
05M499,Frederick Douglass Academy,5,Queens,7,7.0,903,195.0,325,214,1.0,1
05M499,Frederick Douglass Academy,5,Unknown,7,1.0,903,195.0,325,214,0.14285714285714285,194
05M670,Thurgood Marshall Academy for Learning and Social Change,5,Bronx,47,20.0,340,71.0,108,6,0.425531914893617,211
05M670,Thurgood Marshall Academy for Learning and Social Change,5,Brooklyn,4,4.0,340,71.0,108,6,1.0,1
05M670,Thurgood Marshall Academy for Learning and Social Change,5,Manhattan,239,57.0,340,71.0,108,6,0.2384937238493724,333
05M670,Thurgood Marshall Academy for Learning and Social Change,5,Queens,5,5.0,340,71.0,108,6,1.0,1
05M670,Thurgood Marshall Academy for Learning and Social Change,5,Staten Island,2,2.0,340,71.0,108,6,1.0,1
05M670,Thurgood Marshall Academy for Learning and Social Change,5,Unknown,1,1.0,340,71.0,108,6,1.0,263
05M692,"High School for Mathematics, Science and Engineering at City College",5,Bronx,3675,0.0,15039,,109,142,0.0,406
05M692,"High School for Mathematics, Science and Engineering at City College",5,Brooklyn,3554,0.0,15039,,109,142,0.0,411
05M692,"High School for Mathematics, Science and Engineering at City College",5,Manhattan,2672,0.0,15039,,109,142,0.0,386
05M692,"High School for Mathematics, Science and Engineering at City College",5,Queens,4596,0.0,15039,,109,142,0.0,397
05M692,"High School for Mathematics, Science and Engineering at City College",5,Staten Island,266,0.0,15039,,109,142,0.0,187
05M692,"High School for Mathematics, Science and Engineering at City College",5,Unknown,260,0.0,15039,,109,142,0.0,254
06M211,Inwood Early College for Health and Information Technologies,6,Bronx,318,47.0,745,156.0,111,6,0.14779874213836477,335
06M211,Inwood Early College for Health and Information Technologies,6,Brooklyn,15,10.0,745,156.0,111,6,0.6666666666666666,174
06M211,Inwood Early College for Health and Information Technologies,6,Manhattan,287,76.0,745,156.0,111,6,0.26480836236933797,326
06M211,Inwood Early College for Health and Information Technologies,6,Queens,10,10.0,745,156.0,111,6,1.0,1
06M211,Inwood Early College for Health and Information Technologies,6,Staten Island,1,1.0,745,156.0,111,6,1.0,196
06M211,Inwood Early College for Health and Information Technologies,6,Unknown,88,34.0,745,156.0,111,6,0.38636363636363635,93
06M293,City College Academy of the Arts,6,Bronx,370,75.0,1028,337.0,81,95,0.20270270270270271,275
06M293,City College Academy of the Arts,6,Brooklyn,17,17.0,1028,337.0,81,95,1.0,1
06M293,City College Academy of the Arts,6,Manhattan,469,166.0,1028,337.0,81,95,0.35394456289978676,298
06M293,City College Academy of the Arts,6,Queens,13,13.0,1028,337.0,81,95,1.0,1
06M293,City College Academy of the Arts,6,Staten Island,1,1.0,1028,337.0,81,95,1.0,196
06M293,City College Academy of the Arts,6,Unknown,134,71.0,1028,337.0,81,95,0.5298507462686567,76
06M346,Community Health Academy of the Heights,6,Bronx,150,21.0,586,143.0,75,93,0.14,348
06M346,Community Health Academy of the Heights,6,Brooklyn,6,6.0,586,143.0,75,93,1.0,1
06M346,Community Health Academy of the Heights,6,Manhattan,356,114.0,586,143.0,75,93,0.3202247191011236,311
06M346,Community Health Academy of the Heights,6,Queens,5,5.0,586,143.0,75,93,1.0,1
06M346,Community Health Academy of the Heights,6,Staten Island,1,1.0,586,143.0,75,93,1.0,196
06M346,Community Health Academy of the Heights,6,Unknown,40,1.0,586,143.0,75,93,0.025,251
06M348,Washington Heights Expeditionary Learning School,6,Bronx,271,64.0,689,175.0,100,115,0.23616236162361623,256
06M348,Washington Heights Expeditionary Learning School,6,Brooklyn,4,4.0,689,175.0,100,115,1.0,1
06M348,Washington Heights Expeditionary Learning School,6,Manhattan,289,102.0,689,175.0,100,115,0.35294117647058826,299
06M348,Washington Heights Expeditionary Learning School,6,Queens,2,2.0,689,175.0,100,115,1.0,1
06M348,Washington Heights Expeditionary Learning School,6,Unknown,88,17.0,689,175.0,100,115,0.19318181818181818,173
06M462,The College Academy,6,Bronx,321,35.0,814,121.0,121,129,0.10903426791277258,382
06M462,The College Academy,6,Brooklyn,12,12.0,814,121.0,121,129,1.0,1
06M462,The College Academy,6,Manhattan,341,64.0,814,121.0,121,129,0.187683284457478,354
06M462,The College Academy,6,Queens,14,14.0,814,121.0,121,129,1.0,1
06M462,The College Academy,6,Unknown,83,17.0,814,121.0,121,129,0.20481927710843373,168
06M463,High School for Media and Communications,6,Bronx,187,29.0,505,61.0,150,6,0.15508021390374332,331
06M463,High School for Media and Communications,6,Brooklyn,20,20.0,505,61.0,150,6,1.0,1
06M463,High School for Media and Communications,6,Manhattan,193,27.0,505,61.0,150,6,0.13989637305699482,372
06M463,High School for Media and Communications,6,Queens,9,9.0,505,61.0,150,6,1.0,1
06M463,High School for Media and Communications,6,Staten Island,1,1.0,505,61.0,150,6,1.0,196
06M463,High School for Media and Communications,6,Unknown,51,10.0,505,61.0,150,6,0.19607843137254902,172
06M467,High School for Law and Public Service,6,Bronx,190,23.0,643,95.0,167,84,0.12105263157894737,377
06M467,High School for Law and Public Service,6,Brooklyn,23,15.0,643,95.0,167,84,0.6521739130434783,180
06M467,High School for Law and Public Service,6,Manhattan,284,54.0,643,95.0,167,84,0.19014084507042253,352
06M467,High School for Law and Public Service,6,Queens,28,22.0,643,95.0,167,84,0.7857142857142857,211
06M467,High School for Law and Public Service,6,Staten Island,1,1.0,643,95.0,167,84,1.0,196
06M467,High School for Law and Public Service,6,Unknown,59,13.0,643,95.0,167,84,0.22033898305084745,159
06M468,High School for Health Careers and Sciences,6,Bronx,347,49.0,822,121.0,268,6,0.14121037463976946,347
06M468,High School for Health Careers and Sciences,6,Brooklyn,30,17.0,822,121.0,268,6,0.5666666666666667,192
06M468,High School for Health Careers and Sciences,6,Manhattan,276,45.0,822,121.0,268,6,0.16304347826086957,361
06M468,High School for Health Careers and Sciences,6,Queens,33,27.0,822,121.0,268,6,0.8181818181818182,208
06M468,High School for Health Careers and Sciences,6,Staten Island,2,2.0,822,121.0,268,6,1.0,1
06M468,High School for Health Careers and Sciences,6,Unknown,67,2.0,822,121.0,268,6,0.029850746268656716,248
06M540,A. Philip Randolph Campus High School,6,Bronx,923,160.0,2050,408.0,471,379,0.1733477789815818,315
06M540,A. Philip Randolph Campus High School,6,Brooklyn,99,25.0,2050,408.0,471,379,0.25252525252525254,292
06M540,A. Philip Randolph Campus High School,6,Manhattan,844,190.0,2050,408.0,471,379,0.22511848341232227,339
06M540,A. Philip Randolph Campus High School,6,Queens,82,36.0,2050,408.0,471,379,0.43902439024390244,264
06M540,A. Philip Randolph Campus High School,6,Staten Island,2,2.0,2050,408.0,471,379,1.0,1
06M540,A. Philip Randolph Campus High School,6,Unknown,38,7.0,2050,408.0,471,379,0.18421052631578946,177
06M552,Gregorio Luperon High School for Science and Mathematics,6,Bronx,191,43.0,573,165.0,150,45,0.225130890052356,264
06M552,Gregorio Luperon High School for Science and Mathematics,6,Brooklyn,7,7.0,573,165.0,150,45,1.0,1
06M552,Gregorio Luperon High School for Science and Mathematics,6,Manhattan,273,87.0,573,165.0,150,45,0.31868131868131866,313
06M552,Gregorio Luperon High School for Science and Mathematics,6,Queens,8,8.0,573,165.0,150,45,1.0,1
06M552,Gregorio Luperon High School for Science and Mathematics,6,Unknown,57,14.0,573,165.0,150,45,0.24561403508771928,147
07X221,South Bronx Preparatory: A College Board School,7,Bronx,738,142.0,782,161.0,123,148,0.19241192411924118,287
07X221,South Bronx Preparatory: A College Board School,7,Brooklyn,2,2.0,782,161.0,123,148,1.0,1
07X221,South Bronx Preparatory: A College Board School,7,Manhattan,13,13.0,782,161.0,123,148,1.0,1
07X221,South Bronx Preparatory: A College Board School,7,Queens,1,1.0,782,161.0,123,148,1.0,406
07X223,The Laboratory School of Finance and Technology: X223,7,Bronx,903,207.0,980,230.0,89,93,0.2292358803986711,259
07X223,The Laboratory School of Finance and Technology: X223,7,Brooklyn,7,7.0,980,230.0,89,93,1.0,1
07X223,The Laboratory School of Finance and Technology: X223,7,Manhattan,34,16.0,980,230.0,89,93,0.47058823529411764,271
07X223,The Laboratory School of Finance and Technology: X223,7,Queens,12,12.0,980,230.0,89,93,1.0,1
07X223,The Laboratory School of Finance and Technology: X223,7,Unknown,1,1.0,980,230.0,89,93,1.0,263
07X259,"H.E.R.O. High (Health, Education, and Research Occupations High School)",7,Bronx,784,140.0,862,174.0,250,182,0.17857142857142858,311
07X259,"H.E.R.O. High (Health, Education, and Research Occupations High School)",7,Brooklyn,11,11.0,862,174.0,250,182,1.0,1
07X259,"H.E.R.O. High (Health, Education, and Research Occupations High School)",7,Manhattan,26,12.0,862,174.0,250,182,0.46153846153846156,274
07X259,"H.E.R.O. High (Health, Education, and Research Occupations High School)",7,Queens,10,10.0,862,174.0,250,182,1.0,1
07X259,"H.E.R.O. High (Health, Education, and Research Occupations High School)",7,Unknown,1,1.0,862,174.0,250,182,1.0,263
07X334,International Community High School,7,Bronx,172,31.0,210,40.0,81,23,0.18023255813953487,307
07X334,International Community High School,7,Brooklyn,2,2.0,210,40.0,81,23,1.0,1
07X334,International Community High School,7,Manhattan,12,12.0,210,40.0,81,23,1.0,1
07X334,International Community High School,7,Queens,5,5.0,210,40.0,81,23,1.0,1
07X427,Community School for Social Justice,7,Bronx,158,27.0,229,33.0,81,6,0.17088607594936708,316
07X427,Community School for Social Justice,7,Brooklyn,2,2.0,229,33.0,81,6,1.0,1
07X427,Community School for Social Justice,7,Manhattan,23,12.0,229,33.0,81,6,0.5217391304347826,261
07X473,Mott Haven Village Preparatory High School,7,Bronx,413,61.0,460,62.0,81,6,0.14769975786924938,336
07X473,Mott Haven Village Preparatory High School,7,Brooklyn,5,5.0,460,62.0,81,6,1.0,1
07X473,Mott Haven Village Preparatory High School,7,Manhattan,10,10.0,460,62.0,81,6,1.0,1
07X473,Mott Haven Village Preparatory High School,7,Queens,2,2.0,460,62.0,81,6,1.0,1
07X495,University Heights Secondary School,7,Bronx,1987,734.0,2181,787.0,140,203,0.36940110719677904,219
07X495,University Heights Secondary School,7,Brooklyn,11,11.0,2181,787.0,140,203,1.0,1
07X495,University Heights Secondary School,7,Manhattan,143,23.0,2181,787.0,140,203,0.16083916083916083,362
07X495,University Heights Secondary School,7,Queens,13,13.0,2181,787.0,140,203,1.0,1
07X495,University Heights Secondary School,7,Unknown,8,2.0,2181,787.0,140,203,0.25,135
07X500,Hostos-Lincoln Academy of Science,7,Bronx,693,134.0,751,158.0,81,121,0.19336219336219337,286
07X500,Hostos-Lincoln Academy of Science,7,Brooklyn,7,7.0,751,158.0,81,121,1.0,1
07X500,Hostos-Lincoln Academy of Science,7,Manhattan,21,11.0,751,158.0,81,121,0.5238095238095238,260
07X500,Hostos-Lincoln Academy of Science,7,Queens,3,3.0,751,158.0,81,121,1.0,1
07X522,Bronx Design and Construction Academy,7,Bronx,602,82.0,677,112.0,140,91,0.1362126245847176,359
07X522,Bronx Design and Construction Academy,7,Brooklyn,7,7.0,677,112.0,140,91,1.0,1
07X522,Bronx Design and Construction Academy,7,Manhattan,22,15.0,677,112.0,140,91,0.6818181818181818,234
07X522,Bronx Design and Construction Academy,7,Queens,13,13.0,677,112.0,140,91,1.0,1
07X522,Bronx Design and Construction Academy,7,Staten Island,1,1.0,677,112.0,140,91,1.0,196
07X522,Bronx Design and Construction Academy,7,Unknown,1,1.0,677,112.0,140,91,1.0,263
07X527,Bronx Leadership Academy II High School,7,Bronx,849,86.0,911,103.0,131,6,0.10129564193168433,389
07X527,Bronx Leadership Academy II High School,7,Brooklyn,3,3.0,911,103.0,131,6,1.0,1
07X527,Bronx Leadership Academy II High School,7,Manhattan,27,12.0,911,103.0,131,6,0.4444444444444444,278
07X527,Bronx Leadership Academy II High School,7,Queens,2,2.0,911,103.0,131,6,1.0,1
07X548,Careers in Sports High School,7,Bronx,878,177.0,1056,226.0,125,202,0.20159453302961275,278
07X548,Careers in Sports High School,7,Brooklyn,22,22.0,1056,226.0,125,202,1.0,1
07X548,Careers in Sports High School,7,Manhattan,95,23.0,1056,226.0,125,202,0.24210526315789474,332
07X548,Careers in Sports High School,7,Queens,21,21.0,1056,226.0,125,202,1.0,1
07X548,Careers in Sports High School,7,Staten Island,1,1.0,1056,226.0,125,202,1.0,196
07X548,Careers in Sports High School,7,Unknown,1,1.0,1056,226.0,125,202,1.0,263
07X551,The Urban Assembly Bronx Academy of Letters,7,Bronx,267,49.0,309,45.0,108,58,0.18352059925093633,301
07X551,The Urban Assembly Bronx Academy of Letters,7,Brooklyn,3,3.0,309,45.0,108,58,1.0,1
07X551,The Urban Assembly Bronx Academy of Letters,7,Manhattan,11,11.0,309,45.0,108,58,1.0,1
07X600,Alfred E. Smith Career and Technical Education High School,7,Bronx,1009,204.0,1126,227.0,189,193,0.20218037661050545,276
07X600,Alfred E. Smith Career and Technical Education High School,7,Brooklyn,13,13.0,1126,227.0,189,193,1.0,1
07X600,Alfred E. Smith Career and Technical Education High School,7,Manhattan,46,19.0,1126,227.0,189,193,0.41304347826086957,282
07X600,Alfred E. Smith Career and Technical Education High School,7,Queens,15,15.0,1126,227.0,189,193,1.0,1
07X600,Alfred E. Smith Career and Technical Education High School,7,Staten Island,2,2.0,1126,227.0,189,193,1.0,1
07X600,Alfred E. Smith Career and Technical Education High School,7,Unknown,3,3.0,1126,227.0,189,193,1.0,1
07X625,Bronx Legacy High School,7,Bronx,650,87.0,690,97.0,90,6,0.13384615384615384,363
07X625,Bronx Legacy High School,7,Brooklyn,3,3.0,690,97.0,90,6,1.0,1
07X625,Bronx Legacy High School,7,Manhattan,19,10.0,690,97.0,90,6,0.5263157894736842,259
07X625,Bronx Legacy High School,7,Staten Island,1,1.0,690,97.0,90,6,1.0,196
07X670,Health Opportunities High School,7,Bronx,371,35.0,477,47.0,75,6,0.09433962264150944,393
07X670,Health Opportunities High School,7,Brooklyn,9,9.0,477,47.0,75,6,1.0,1
07X670,Health Opportunities High School,7,Manhattan,59,15.0,477,47.0,75,6,0.2542372881355932,329
07X670,Health Opportunities High School,7,Queens,13,13.0,477,47.0,75,6,1.0,1
07X670,Health Opportunities High School,7,Staten Island,1,1.0,477,47.0,75,6,1.0,196
07X670,Health Opportunities High School,7,Unknown,1,1.0,477,47.0,75,6,1.0,263
08X269,Bronx Studio School for Writers and Artists,8,Bronx,455,117.0,481,130.0,90,113,0.2571428571428571,251
08X269,Bronx Studio School for Writers and Artists,8,Brooklyn,6,6.0,481,130.0,90,113,1.0,1
08X269,Bronx Studio School for Writers and Artists,8,Manhattan,11,11.0,481,130.0,90,113,1.0,1
08X269,Bronx Studio School for Writers and Artists,8,Queens,6,6.0,481,130.0,90,113,1.0,1
08X269,Bronx Studio School for Writers and Artists,8,Unknown,1,1.0,481,130.0,90,113,1.0,263
08X282,Women's Academy of Excellence,8,Bronx,156,34.0,172,27.0,108,6,0.21794871794871795,268
08X282,Women's Academy of Excellence,8,Queens,2,2.0,172,27.0,108,6,1.0,1
08X293,Renaissance High School for Musical Theater and the Arts,8,Bronx,615,85.0,660,115.0,110,6,0.13821138211382114,352
08X293,Renaissance High School for Musical Theater and the Arts,8,Brooklyn,5,5.0,660,115.0,110,6,1.0,1
08X293,Renaissance High School for Musical Theater and the Arts,8,Manhattan,10,10.0,660,115.0,110,6,1.0,1
08X293,Renaissance High School for Musical Theater and the Arts,8,Queens,13,13.0,660,115.0,110,6,1.0,1
08X293,Renaissance High School for Musical Theater and the Arts,8,Staten Island,1,1.0,660,115.0,110,6,1.0,196
08X293,Renaissance High School for Musical Theater and the Arts,8,Unknown,2,2.0,660,115.0,110,6,1.0,1
08X312,Millennium Art Academy,8,Bronx,554,109.0,625,136.0,112,117,0.1967509025270758,280
08X312,Millennium Art Academy,8,Brooklyn,24,24.0,625,136.0,112,117,1.0,1
08X312,Millennium Art Academy,8,Manhattan,9,9.0,625,136.0,112,117,1.0,1
08X312,Millennium Art Academy,8,Queens,9,9.0,625,136.0,112,117,1.0,1
08X312,Millennium Art Academy,8,Staten Island,1,1.0,625,136.0,112,117,1.0,196
08X320,Pelham Lab High School,8,Bronx,486,51.0,514,49.0,108,6,0.10493827160493827,386
08X320,Pelham Lab High School,8,Brooklyn,2,2.0,514,49.0,108,6,1.0,1
08X320,Pelham Lab High School,8,Manhattan,4,4.0,514,49.0,108,6,1.0,1
08X320,Pelham Lab High School,8,Queens,1,1.0,514,49.0,108,6,1.0,406
08X348,Schuylerville Preparatory High School,8,Bronx,266,36.0,286,30.0,108,6,0.13533834586466165,360
08X348,Schuylerville Preparatory High School,8,Manhattan,1,1.0,286,30.0,108,6,1.0,395
08X349,Bronx River High School,8,Bronx,1152,170.0,1172,196.0,108,168,0.14756944444444445,338
08X349,Bronx River High School,8,Brooklyn,3,3.0,1172,196.0,108,168,1.0,1
08X349,Bronx River High School,8,Manhattan,7,7.0,1172,196.0,108,168,1.0,1
08X349,Bronx River High School,8,Queens,2,2.0,1172,196.0,108,168,1.0,1
08X367,"Archimedes Academy for Math, Science and Technology Applications",8,Bronx,304,58.0,427,75.0,100,6,0.19078947368421054,290
08X367,"Archimedes Academy for Math, Science and Technology Applications",8,Brooklyn,19,19.0,427,75.0,100,6,1.0,1
08X367,"Archimedes Academy for Math, Science and Technology Applications",8,Manhattan,12,12.0,427,75.0,100,6,1.0,1
08X367,"Archimedes Academy for Math, Science and Technology Applications",8,Queens,31,31.0,427,75.0,100,6,1.0,1
08X367,"Archimedes Academy for Math, Science and Technology Applications",8,Staten Island,4,4.0,427,75.0,100,6,1.0,1
08X367,"Archimedes Academy for Math, Science and Technology Applications",8,Unknown,1,1.0,427,75.0,100,6,1.0,263
08X376,Antonia Pantoja Preparatory Academy: A College Board School,8,Bronx,260,80.0,308,82.0,84,104,0.3076923076923077,234
08X376,Antonia Pantoja Preparatory Academy: A College Board School,8,Brooklyn,4,4.0,308,82.0,84,104,1.0,1
08X376,Antonia Pantoja Preparatory Academy: A College Board School,8,Manhattan,5,5.0,308,82.0,84,104,1.0,1
08X376,Antonia Pantoja Preparatory Academy: A College Board School,8,Queens,2,2.0,308,82.0,84,104,1.0,1
08X376,Antonia Pantoja Preparatory Academy: A College Board School,8,Staten Island,3,3.0,308,82.0,84,104,1.0,1
08X376,Antonia Pantoja Preparatory Academy: A College Board School,8,Unknown,1,1.0,308,82.0,84,104,1.0,263
08X405,Herbert H. Lehman High School,8,Bronx,2017,381.0,2078,405.0,528,479,0.18889439762022806,293
08X405,Herbert H. Lehman High School,8,Brooklyn,9,9.0,2078,405.0,528,479,1.0,1
08X405,Herbert H. Lehman High School,8,Manhattan,15,15.0,2078,405.0,528,479,1.0,1
08X405,Herbert H. Lehman High School,8,Queens,15,15.0,2078,405.0,528,479,1.0,1
08X405,Herbert H. Lehman High School,8,Staten Island,1,1.0,2078,405.0,528,479,1.0,196
08X432,Bronx Bridges High School,8,Bronx,427,80.0,454,83.0,81,70,0.1873536299765808,296
08X432,Bronx Bridges High School,8,Brooklyn,2,2.0,454,83.0,81,70,1.0,1
08X432,Bronx Bridges High School,8,Manhattan,2,2.0,454,83.0,81,70,1.0,1
08X432,Bronx Bridges High School,8,Queens,3,3.0,454,83.0,81,70,1.0,1
08X432,Bronx Bridges High School,8,Unknown,1,1.0,454,83.0,81,70,1.0,263
08X452,Gotham Collaborative High School,8,Bronx,306,41.0,343,51.0,120,6,0.13398692810457516,362
08X452,Gotham Collaborative High School,8,Brooklyn,4,4.0,343,51.0,120,6,1.0,1
08X452,Gotham Collaborative High School,8,Manhattan,6,6.0,343,51.0,120,6,1.0,1
08X452,Gotham Collaborative High School,8,Queens,8,8.0,343,51.0,120,6,1.0,1
08X452,Gotham Collaborative High School,8,Unknown,1,1.0,343,51.0,120,6,1.0,263
08X530,Longwood Preparatory Academy,8,Bronx,624,114.0,649,115.0,120,143,0.18269230769230768,304
08X530,Longwood Preparatory Academy,8,Brooklyn,3,3.0,649,115.0,120,143,1.0,1
08X530,Longwood Preparatory Academy,8,Manhattan,7,7.0,649,115.0,120,143,1.0,1
08X530,Longwood Preparatory Academy,8,Queens,1,1.0,649,115.0,120,143,1.0,406
08X530,Longwood Preparatory Academy,8,Unknown,1,1.0,649,115.0,120,143,1.0,263
08X558,Westchester Square Academy,8,Bronx,762,105.0,788,106.0,135,114,0.1377952755905512,353
08X558,Westchester Square Academy,8,Brooklyn,1,1.0,788,106.0,135,114,1.0,420
08X558,Westchester Square Academy,8,Manhattan,2,2.0,788,106.0,135,114,1.0,1
08X558,Westchester Square Academy,8,Queens,2,2.0,788,106.0,135,114,1.0,1
08X561,Bronx Compass High School,8,Bronx,496,63.0,520,70.0,130,6,0.12701612903225806,375
08X561,Bronx Compass High School,8,Manhattan,2,2.0,520,70.0,130,6,1.0,1
08X561,Bronx Compass High School,8,Queens,3,3.0,520,70.0,130,6,1.0,1
08X636,Virtual Innovators Academy,8,Bronx,65,20.0,113,31.0,80,6,0.3076923076923077,234
08X636,Virtual Innovators Academy,8,Brooklyn,8,8.0,113,31.0,80,6,1.0,1
08X636,Virtual Innovators Academy,8,Manhattan,6,6.0,113,31.0,80,6,1.0,1
08X636,Virtual Innovators Academy,8,Queens,5,5.0,113,31.0,80,6,1.0,1
08X636,Virtual Innovators Academy,8,Staten Island,1,1.0,113,31.0,80,6,1.0,196
09X227,Bronx Collegiate Academy,9,Bronx,1160,152.0,1201,163.0,120,173,0.1310344827586207,367
09X227,Bronx Collegiate Academy,9,Brooklyn,5,5.0,1201,163.0,120,173,1.0,1
09X227,Bronx Collegiate Academy,9,Manhattan,11,11.0,1201,163.0,120,173,1.0,1
09X227,Bronx Collegiate Academy,9,Queens,1,1.0,1201,163.0,120,173,1.0,406
09X227,Bronx Collegiate Academy,9,Unknown,1,1.0,1201,163.0,120,173,1.0,263
09X231,Eagle Academy for Young Men,9,Bronx,415,132.0,455,163.0,80,130,0.3180722891566265,232
09X231,Eagle Academy for Young Men,9,Brooklyn,5,5.0,455,163.0,80,130,1.0,1
