School DBN,School Name,School District,Home Zip Code,Total Applicants Zip,True Applicants Zip,Total Applicants School,Total True Applicants School,Seats Available School,Offers School,Ratio,Rank
01M448,University Neighborhood High School,1,11236,1,1.0,2248,447.0,125,185,1.0,145
01M448,University Neighborhood High School,1,11237,16,1.0,2248,447.0,125,185,0.0625,89
01M448,University Neighborhood High School,1,11238,48,13.0,2248,447.0,125,185,3.5208333333333335,20
01M448,University Neighborhood High School,1,11239,1,1.0,2248,447.0,125,185,1.0,78
01M448,University Neighborhood High School,1,11249,12,1.0,2248,447.0,125,185,0.08333333333333333,35
01M448,University Neighborhood High School,1,11354,1,1.0,2248,447.0,125,185,1.0,55
01M448,University Neighborhood High School,1,11356,1,1.0,2248,447.0,125,185,1.0,55
01M448,University Neighborhood High School,1,11357,1,1.0,2248,447.0,125,185,1.0,45
01M448,University Neighborhood High School,1,11361,1,1.0,2248,447.0,125,185,1.0,31
01M448,University Neighborhood High School,1,11365,1,1.0,2248,447.0,125,185,1.0,60
01M448,University Neighborhood High School,1,11368,12,1.0,2248,447.0,125,185,0.08333333333333333,107
01M448,University Neighborhood High School,1,11369,1,1.0,2248,447.0,125,185,1.0,90
01M448,University Neighborhood High School,1,11370,1,1.0,2248,447.0,125,185,1.0,78
01M448,University Neighborhood High School,1,11372,14,1.0,2248,447.0,125,185,0.07142857142857142,90
01M448,University Neighborhood High School,1,11373,11,1.0,2248,447.0,125,185,0.09090909090909091,98
01M448,University Neighborhood High School,1,11374,1,1.0,2248,447.0,125,185,1.0,59
01M448,University Neighborhood High School,1,11375,9,1.0,2248,447.0,125,185,0.1111111111111111,47
01M448,University Neighborhood High School,1,11377,10,1.0,2248,447.0,125,185,0.1,79
01M448,University Neighborhood High School,1,11378,1,1.0,2248,447.0,125,185,1.0,88
01M448,University Neighborhood High School,1,11379,1,1.0,2248,447.0,125,185,1.0,70
01M448,University Neighborhood High School,1,11385,18,1.0,2248,447.0,125,185,0.05555555555555555,127
01M448,University Neighborhood High School,1,11412,1,1.0,2248,447.0,125,185,1.0,69
01M448,University Neighborhood High School,1,11413,1,1.0,2248,447.0,125,185,1.0,79
01M448,University Neighborhood High School,1,11416,1,1.0,2248,447.0,125,185,1.0,68
01M448,University Neighborhood High School,1,11417,1,1.0,2248,447.0,125,185,1.0,79
01M448,University Neighborhood High School,1,11418,1,1.0,2248,447.0,125,185,1.0,75
01M448,University Neighborhood High School,1,11419,1,1.0,2248,447.0,125,185,1.0,79
01M448,University Neighborhood High School,1,11420,1,1.0,2248,447.0,125,185,1.0,83
01M448,University Neighborhood High School,1,11421,14,1.0,2248,447.0,125,185,0.07142857142857142,88
01M448,University Neighborhood High School,1,11429,1,1.0,2248,447.0,125,185,1.0,57
01M448,University Neighborhood High School,1,11432,1,1.0,2248,447.0,125,185,1.0,79
01M448,University Neighborhood High School,1,11433,1,1.0,2248,447.0,125,185,1.0,88
01M448,University Neighborhood High School,1,11434,1,1.0,2248,447.0,125,185,1.0,107
01M448,University Neighborhood High School,1,11435,1,1.0,2248,447.0,125,185,1.0,94
