,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
1,1.0,0.23757851185029075,0.2766769891551931,0.24708646527990213,0.223369679601257,0.3005906266764698,0.31394821922322896,0.2097387828797311,0.24842842245493638,0.26373691040944247,0.2617759347911551,0.23527316432327733,0.39821171547155243,0.36100642607929145,0.31926945320148775,0.26348164848969097,0.26917862963517153,0.2635872825742122,0.23272572390076882,0.32632525940887,0.3859895386025924,0.25600564059423914,0.30535698434769626,0.27380896564923096,0.3104374983879026,0.27020065705880225,0.1747183787716485,0.2418528138446438,0.2390395122585208,0.23356628390541456,0.3054163052428993,0.29159367974909023
2,0.23757851185029072,1.0,0.28212722813116253,0.26427098835441326,0.32300622471751206,0.21628361751195124,0.1942226511996172,0.3030148341748188,0.33869403913778906,0.31069328460675416,0.3149356624062908,0.2647374953343341,0.22416476346601114,0.18895478082584968,0.18722603557379983,0.29595870275831654,0.2125086182669663,0.11284466651595805,0.25204127267984683,0.264686728340315,0.1882530824320156,0.20799442186743045,0.20278651101161546,0.17854268197007472,0.2729980809884795,0.16801751329554443,0.20760895864772214,0.22652300561803448,0.1496920416688081,0.2653337066301545,0.2074366302769703,0.265286449032932
3,0.2766769891551931,0.28212722813116253,1.0,0.21541445853942032,0.3033100336488713,0.3064143094211239,0.3200621202004944,0.23070689054052845,0.25895232722460804,0.3138435282631904,0.2355102505608582,0.21422187063254755,0.18928600849256944,0.14909104444487495,0.13936808135672746,0.17178046929459848,0.19352163298345385,0.17060604517913983,0.15255938762974527,0.12448215490591073,0.16683855315184015,0.1282862750214864,0.2264516461805213,0.18628066292805515,0.1575527748967311,0.20987034617079528,0.15544164470325628,0.147372186966706,0.11135651986324477,0.15613284361338114,0.18802775539869993,0.24430548256707743
4,0.24708646527990213,0.2642709883544133,0.21541445853942034,1.0,0.25795719160935915,0.31545365630005306,0.26561029294505506,0.2325886619146526,0.28453137608375223,0.28250016514469123,0.2509850428930697,0.3233449563102311,0.1152602634240453,0.10947835923989582,0.13388644232617175,0.18860530903056003,0.08461585803227298,0.09619780148735246,0.14533701653111236,0.06905579919349927,0.09309046044221427,0.07268601313893788,0.15443116983276955,0.09775631186690079,0.17077798264375843,0.12506448875236284,0.0801013134425525,0.1287798623508701,0.08901587381606109,0.14341969410422117,0.08054566623425104,0.1265244409654858
5,0.223369679601257,0.32300622471751206,0.3033100336488713,0.25795719160935915,1.0,0.2955188091841516,0.2895689235329995,0.2510516887176639,0.2559047028273495,0.2042002030357124,0.2655349104743704,0.3034011336212637,0.2022033415957503,0.1812715173953999,0.12726090789570357,0.1901539452527373,0.16361878001851682,0.11718340820074849,0.20070588009312088,0.1509517384657838,0.1605860286221279,0.1739671711714457,0.2497320738719952,0.13726588754464508,0.23331876109590974,0.15750092896294274,0.1632240286646082,0.1080101742710091,0.0761805812949815,0.1971337943448417,0.2531416962616219,0.22337384900538554
6,0.30059062667646974,0.21628361751195124,0.3064143094211239,0.31545365630005306,0.2955188091841516,1.0,0.35007612133450183,0.2058673181011423,0.21792097602104468,0.36878155122165895,0.21888281331874113,0.33063832706577473,0.20835166435686983,0.23046094982284648,0.15514329892125464,0.13086309893241962,0.10054267381863097,0.1229343659209479,0.1416084785889533,0.11466356385615911,0.13179468794791646,0.15291856081671545,0.14848364357206617,0.12541704509849705,0.19967928338532567,0.14487419749828206,0.10651515569999152,0.17155323897296948,0.08211243801077336,0.21712856816494586,0.19830004071448684,0.14615793161557328
7,0.3139482192232289,0.19422265119961724,0.3200621202004944,0.2656102929450551,0.2895689235329995,0.35007612133450183,1.0,0.284802340810294,0.2930373917297971,0.299032648201399,0.3008004761446992,0.36656978559146564,0.2684488698662105,0.21916513625596154,0.20508096024988678,0.14604576505914368,0.16115444680378274,0.13769377702255134,0.13102739984428796,0.1877435280313835,0.22409121434597512,0.1555852028490028,0.1677701915900857,0.20712132156972268,0.2128068301604284,0.1384180568472657,0.131319866881387,0.1416426336927547,0.15262526909013313,0.2318495935442327,0.2212602331750696,0.22946006557324147
8,0.2097387828797311,0.3030148341748188,0.23070689054052845,0.2325886619146526,0.2510516887176639,0.20586731810114228,0.28480234081029393,1.0,0.26459508392667846,0.20927257005788572,0.3406142073679982,0.29706568897977303,0.21888705283282756,0.09781446860337843,0.14076254010310618,0.20281361613767862,0.09307191427089455,0.12019778474733178,0.12784124124207952,0.15880930725625877,0.1842141568809546,0.12608431086178884,0.1404615126265623,0.15625265401061475,0.22759188181568277,0.18370759665742345,0.11803282804964534,0.1440079250162705,0.17057629335464874,0.21551446962277523,0.1527013415962591,0.17891834929731784
9,0.24842842245493638,0.338694039137789,0.25895232722460804,0.2845313760837523,0.2559047028273495,0.21792097602104468,0.2930373917297971,0.26459508392667846,1.0,0.33820533708284184,0.22868944499330335,0.29882384959346014,0.2459390956132596,0.2047315241930421,0.2506794406076756,0.2179828769952855,0.16848217770505786,0.1746496480048688,0.16251413257113176,0.12309959211151607,0.17805676071908674,0.1679052232535253,0.17239087837957243,0.22779785100208927,0.2224643463858722,0.13450601053307235,0.13158768838294643,0.13815163410160855,0.0862806072464006,0.23976319779907668,0.15982283750648937,0.23030666077647355
10,0.26373691040944247,0.31069328460675416,0.3138435282631904,0.2825001651446913,0.20420020303571237,0.3687815512216589,0.299032648201399,0.20927257005788572,0.3382053370828419,1.0,0.2510891485692119,0.3514209272768707,0.18925810188944153,0.2270269843741743,0.2190358002931202,0.2112538941200193,0.17160822554529928,0.18064247580025022,0.17486417657582912,0.21490359575551,0.17480628688149047,0.15347186922540776,0.1638099053904915,0.14491018908311276,0.17977348920085967,0.16074574276157166,0.1637771077939554,0.16308440409252586,0.15666948139132508,0.1715090072809649,0.2192781063752226,0.1885066095318995
